key,capabilityId,capabilityName,scenarioId,scenarioName,input,event,outcome,products,dependencies,providers,actors,altitude,notes,source
project-canonical-circuit-blueprint::project-canonical-circuit-blueprint,project-canonical-circuit-blueprint,Project one canonical circuit blueprint,project-canonical-circuit-blueprint,Project every declared view from one carrier and bind its replay receipt,"[{""text"": ""one lineage-bound blueprint authority and the projection profiles it permits"", ""line"": 33}]","[{""text"": ""the carrier is resolved, each permitted profile and declared view is projected, and replay is verified"", ""line"": 34}]","[{""text"": ""one bundle carries byte-stable source for every declared view and one complete Markdown review document with their receipt, while a missing review document holds the projection and a projection never upgrades a candidate disposition"", ""line"": 35}]","[""canonical-circuit-blueprint-projection-bundle""]",[],[],"[""System""]",,"  ASCII, Mermaid, every other human blueprint view, and the Markdown review
  document are deterministic projections of one canonical carrier. They are
  never authored independently and none becomes a second blueprint.

  A projection is not review-ready unless one byte-stable Markdown document
  contains the exact Mermaid source, ASCII source, C4, Observability,
  Service-Level, Provider, Evidence, replay, and digest views required for human
  review. A projection bundle without that document is held rather than handed
  to a reviewer.

  Identical lineage-bound blueprint authority, projector authority, and
  projection-profile authority must reproduce byte-identical projection source
  and digests. Observation time may be recorded in external testimony; it is
  never an input to the deterministic projection payload.

  Mermaid source determinism and rendered-image determinism are separate proof
  surfaces. This capability proves the first. It does not upgrade a candidate's
  disposition, obtain review testimony, or admit anything.","{""capsuleFile"": ""project-canonical-circuit-blueprint.sfxcap"", ""capsuleDigest"": ""sha256:8bd2452770b383e8d2194de285427b5c8a91ab2c0e73626974680b94c1f604c0"", ""featureEntry"": ""features/project-canonical-circuit-blueprint.feature"", ""featureDigest"": ""sha256:5082023c24d2f326a50fe9c1b634754b8e7fc51f76cfb3014c40fdac0f6d798f"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-canonical-circuit-blueprint.feature"", ""scenarioLine"": 32}"
project-canonical-circuit-blueprint::resolve-canonical-circuit-blueprint,project-canonical-circuit-blueprint,Project one canonical circuit blueprint,resolve-canonical-circuit-blueprint,Construct one normalized carrier preserving partial order separately from ordinals,"[{""text"": ""a conformant lineage-bound candidate or admitted blueprint authority"", ""line"": 45}]","[{""text"": ""the normalized carrier is constructed from its scenario, transition, mechanic, provider-slot, terminal, and digest authority"", ""line"": 46}]","[{""text"": ""semantic partial order is preserved separately from presentation ordinals, and a discovery order, filesystem order, or model output order is never accepted as either"", ""line"": 47}]","[""normalized-circuit-blueprint-carrier""]",[],[],"[""System""]",,"  ASCII, Mermaid, every other human blueprint view, and the Markdown review
  document are deterministic projections of one canonical carrier. They are
  never authored independently and none becomes a second blueprint.

  A projection is not review-ready unless one byte-stable Markdown document
  contains the exact Mermaid source, ASCII source, C4, Observability,
  Service-Level, Provider, Evidence, replay, and digest views required for human
  review. A projection bundle without that document is held rather than handed
  to a reviewer.

  Identical lineage-bound blueprint authority, projector authority, and
  projection-profile authority must reproduce byte-identical projection source
  and digests. Observation time may be recorded in external testimony; it is
  never an input to the deterministic projection payload.

  Mermaid source determinism and rendered-image determinism are separate proof
  surfaces. This capability proves the first. It does not upgrade a candidate's
  disposition, obtain review testimony, or admit anything.","{""capsuleFile"": ""project-canonical-circuit-blueprint.sfxcap"", ""capsuleDigest"": ""sha256:8bd2452770b383e8d2194de285427b5c8a91ab2c0e73626974680b94c1f604c0"", ""featureEntry"": ""features/project-canonical-circuit-blueprint.feature"", ""featureDigest"": ""sha256:5082023c24d2f326a50fe9c1b634754b8e7fc51f76cfb3014c40fdac0f6d798f"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-canonical-circuit-blueprint.feature"", ""scenarioLine"": 44}"
project-canonical-circuit-blueprint::project-canonical-circuit-blueprint-ascii,project-canonical-circuit-blueprint,Project one canonical circuit blueprint,project-canonical-circuit-blueprint-ascii,Project ASCII source within the printable ASCII range,"[{""text"": ""one normalized carrier and the admitted ASCII projection profile"", ""line"": 57}]","[{""text"": ""ASCII source is projected through that profile"", ""line"": 58}]","[{""text"": ""every byte lies within the printable ASCII range with the profile's declared line endings, the counted monotonic proof block is present, and no wall-clock time, machine, user, or workspace path appears in the source"", ""line"": 59}]","[""blueprint-ascii-source""]",[],[],"[""System""]",,"  ASCII, Mermaid, every other human blueprint view, and the Markdown review
  document are deterministic projections of one canonical carrier. They are
  never authored independently and none becomes a second blueprint.

  A projection is not review-ready unless one byte-stable Markdown document
  contains the exact Mermaid source, ASCII source, C4, Observability,
  Service-Level, Provider, Evidence, replay, and digest views required for human
  review. A projection bundle without that document is held rather than handed
  to a reviewer.

  Identical lineage-bound blueprint authority, projector authority, and
  projection-profile authority must reproduce byte-identical projection source
  and digests. Observation time may be recorded in external testimony; it is
  never an input to the deterministic projection payload.

  Mermaid source determinism and rendered-image determinism are separate proof
  surfaces. This capability proves the first. It does not upgrade a candidate's
  disposition, obtain review testimony, or admit anything.","{""capsuleFile"": ""project-canonical-circuit-blueprint.sfxcap"", ""capsuleDigest"": ""sha256:8bd2452770b383e8d2194de285427b5c8a91ab2c0e73626974680b94c1f604c0"", ""featureEntry"": ""features/project-canonical-circuit-blueprint.feature"", ""featureDigest"": ""sha256:5082023c24d2f326a50fe9c1b634754b8e7fc51f76cfb3014c40fdac0f6d798f"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-canonical-circuit-blueprint.feature"", ""scenarioLine"": 56}"
project-canonical-circuit-blueprint::project-canonical-circuit-blueprint-mermaid,project-canonical-circuit-blueprint,Project one canonical circuit blueprint,project-canonical-circuit-blueprint-mermaid,Project Mermaid source with kind-derived shapes and correct visual channels,"[{""text"": ""one normalized carrier and the admitted Mermaid projection profile"", ""line"": 69}]","[{""text"": ""Mermaid source is projected through that profile"", ""line"": 70}]","[{""text"": ""node shape derives from declared node kind, every edge is emitted in the visual channel its topology requires, every edge label states its topology, progress, and selecting variant, and no decision node is inserted between a scenario and its declared branches"", ""line"": 71}]","[""blueprint-mermaid-source""]",[],[],"[""System""]",,"  ASCII, Mermaid, every other human blueprint view, and the Markdown review
  document are deterministic projections of one canonical carrier. They are
  never authored independently and none becomes a second blueprint.

  A projection is not review-ready unless one byte-stable Markdown document
  contains the exact Mermaid source, ASCII source, C4, Observability,
  Service-Level, Provider, Evidence, replay, and digest views required for human
  review. A projection bundle without that document is held rather than handed
  to a reviewer.

  Identical lineage-bound blueprint authority, projector authority, and
  projection-profile authority must reproduce byte-identical projection source
  and digests. Observation time may be recorded in external testimony; it is
  never an input to the deterministic projection payload.

  Mermaid source determinism and rendered-image determinism are separate proof
  surfaces. This capability proves the first. It does not upgrade a candidate's
  disposition, obtain review testimony, or admit anything.","{""capsuleFile"": ""project-canonical-circuit-blueprint.sfxcap"", ""capsuleDigest"": ""sha256:8bd2452770b383e8d2194de285427b5c8a91ab2c0e73626974680b94c1f604c0"", ""featureEntry"": ""features/project-canonical-circuit-blueprint.feature"", ""featureDigest"": ""sha256:5082023c24d2f326a50fe9c1b634754b8e7fc51f76cfb3014c40fdac0f6d798f"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-canonical-circuit-blueprint.feature"", ""scenarioLine"": 68}"
project-canonical-circuit-blueprint::project-declared-blueprint-lenses,project-canonical-circuit-blueprint,Project one canonical circuit blueprint,project-declared-blueprint-lenses,Project only the views the blueprint permits,"[{""text"": ""one normalized carrier declaring its permitted views"", ""line"": 81}]","[{""text"": ""each declared view is projected from that same carrier"", ""line"": 82}]","[{""text"": ""every projected view shares the carrier's nodes, edges, identities, and digests, and a view absent from the permitted list is not emitted"", ""line"": 83}]","[""declared-blueprint-lens-set""]",[],[],"[""System""]",,"  ASCII, Mermaid, every other human blueprint view, and the Markdown review
  document are deterministic projections of one canonical carrier. They are
  never authored independently and none becomes a second blueprint.

  A projection is not review-ready unless one byte-stable Markdown document
  contains the exact Mermaid source, ASCII source, C4, Observability,
  Service-Level, Provider, Evidence, replay, and digest views required for human
  review. A projection bundle without that document is held rather than handed
  to a reviewer.

  Identical lineage-bound blueprint authority, projector authority, and
  projection-profile authority must reproduce byte-identical projection source
  and digests. Observation time may be recorded in external testimony; it is
  never an input to the deterministic projection payload.

  Mermaid source determinism and rendered-image determinism are separate proof
  surfaces. This capability proves the first. It does not upgrade a candidate's
  disposition, obtain review testimony, or admit anything.","{""capsuleFile"": ""project-canonical-circuit-blueprint.sfxcap"", ""capsuleDigest"": ""sha256:8bd2452770b383e8d2194de285427b5c8a91ab2c0e73626974680b94c1f604c0"", ""featureEntry"": ""features/project-canonical-circuit-blueprint.feature"", ""featureDigest"": ""sha256:5082023c24d2f326a50fe9c1b634754b8e7fc51f76cfb3014c40fdac0f6d798f"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-canonical-circuit-blueprint.feature"", ""scenarioLine"": 80}"
project-canonical-circuit-blueprint::compose-canonical-blueprint-review-document,project-canonical-circuit-blueprint,Project one canonical circuit blueprint,compose-canonical-blueprint-review-document,Compose one deterministic Markdown review document from the projected views,"[{""text"": ""the exact ASCII Mermaid C4 Observability Service-Level Provider Evidence replay and digest views projected from one carrier"", ""line"": 93}]","[{""text"": ""the canonical review document is composed in the admitted section order with declared line endings"", ""line"": 94}]","[{""text"": ""one text markdown document embeds every exact required source and digest without invented design meaning machine paths wall-clock time or independently authored formatting"", ""line"": 95}]","[""canonical-blueprint-review-document""]",[],[],"[""System""]",,"  ASCII, Mermaid, every other human blueprint view, and the Markdown review
  document are deterministic projections of one canonical carrier. They are
  never authored independently and none becomes a second blueprint.

  A projection is not review-ready unless one byte-stable Markdown document
  contains the exact Mermaid source, ASCII source, C4, Observability,
  Service-Level, Provider, Evidence, replay, and digest views required for human
  review. A projection bundle without that document is held rather than handed
  to a reviewer.

  Identical lineage-bound blueprint authority, projector authority, and
  projection-profile authority must reproduce byte-identical projection source
  and digests. Observation time may be recorded in external testimony; it is
  never an input to the deterministic projection payload.

  Mermaid source determinism and rendered-image determinism are separate proof
  surfaces. This capability proves the first. It does not upgrade a candidate's
  disposition, obtain review testimony, or admit anything.","{""capsuleFile"": ""project-canonical-circuit-blueprint.sfxcap"", ""capsuleDigest"": ""sha256:8bd2452770b383e8d2194de285427b5c8a91ab2c0e73626974680b94c1f604c0"", ""featureEntry"": ""features/project-canonical-circuit-blueprint.feature"", ""featureDigest"": ""sha256:5082023c24d2f326a50fe9c1b634754b8e7fc51f76cfb3014c40fdac0f6d798f"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-canonical-circuit-blueprint.feature"", ""scenarioLine"": 92}"
project-canonical-circuit-blueprint::verify-canonical-blueprint-review-document,project-canonical-circuit-blueprint,Project one canonical circuit blueprint,verify-canonical-blueprint-review-document,Hold projection when the Markdown review document is incomplete or divergent,"[{""text"": ""one composed Markdown review document and the exact projected source set"", ""line"": 106}]","[{""text"": ""required sections embedded source bytes view digests media type and replay lineage are verified"", ""line"": 107}]","[{""text"": ""the document is REVIEW_DOCUMENT_COMPLETE only when every required view closes byte-identically and otherwise REVIEW_DOCUMENT_HELD names each missing altered duplicated or unbound section"", ""line"": 108}]","[""canonical-blueprint-review-document-disposition""]",[],[],"[""System""]",,"  ASCII, Mermaid, every other human blueprint view, and the Markdown review
  document are deterministic projections of one canonical carrier. They are
  never authored independently and none becomes a second blueprint.

  A projection is not review-ready unless one byte-stable Markdown document
  contains the exact Mermaid source, ASCII source, C4, Observability,
  Service-Level, Provider, Evidence, replay, and digest views required for human
  review. A projection bundle without that document is held rather than handed
  to a reviewer.

  Identical lineage-bound blueprint authority, projector authority, and
  projection-profile authority must reproduce byte-identical projection source
  and digests. Observation time may be recorded in external testimony; it is
  never an input to the deterministic projection payload.

  Mermaid source determinism and rendered-image determinism are separate proof
  surfaces. This capability proves the first. It does not upgrade a candidate's
  disposition, obtain review testimony, or admit anything.","{""capsuleFile"": ""project-canonical-circuit-blueprint.sfxcap"", ""capsuleDigest"": ""sha256:8bd2452770b383e8d2194de285427b5c8a91ab2c0e73626974680b94c1f604c0"", ""featureEntry"": ""features/project-canonical-circuit-blueprint.feature"", ""featureDigest"": ""sha256:5082023c24d2f326a50fe9c1b634754b8e7fc51f76cfb3014c40fdac0f6d798f"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-canonical-circuit-blueprint.feature"", ""scenarioLine"": 105}"
project-canonical-circuit-blueprint::verify-canonical-circuit-blueprint-replay,project-canonical-circuit-blueprint,Project one canonical circuit blueprint,verify-canonical-circuit-blueprint-replay,Verify replay reproduces every projected surface exactly,"[{""text"": ""one projected bundle with its complete Markdown review document and the same lineage-bound authority inputs"", ""line"": 118}]","[{""text"": ""projection is replayed and each surface and review-document digest is compared"", ""line"": 119}]","[{""text"": ""identical inputs reproduce the normalized carrier every projected source and the Markdown review document byte-identically, and any difference is reported as REPLAY_DIVERGED with the expected and observed digests"", ""line"": 120}]","[""blueprint-replay-disposition""]",[],[],"[""System""]",,"  ASCII, Mermaid, every other human blueprint view, and the Markdown review
  document are deterministic projections of one canonical carrier. They are
  never authored independently and none becomes a second blueprint.

  A projection is not review-ready unless one byte-stable Markdown document
  contains the exact Mermaid source, ASCII source, C4, Observability,
  Service-Level, Provider, Evidence, replay, and digest views required for human
  review. A projection bundle without that document is held rather than handed
  to a reviewer.

  Identical lineage-bound blueprint authority, projector authority, and
  projection-profile authority must reproduce byte-identical projection source
  and digests. Observation time may be recorded in external testimony; it is
  never an input to the deterministic projection payload.

  Mermaid source determinism and rendered-image determinism are separate proof
  surfaces. This capability proves the first. It does not upgrade a candidate's
  disposition, obtain review testimony, or admit anything.","{""capsuleFile"": ""project-canonical-circuit-blueprint.sfxcap"", ""capsuleDigest"": ""sha256:8bd2452770b383e8d2194de285427b5c8a91ab2c0e73626974680b94c1f604c0"", ""featureEntry"": ""features/project-canonical-circuit-blueprint.feature"", ""featureDigest"": ""sha256:5082023c24d2f326a50fe9c1b634754b8e7fc51f76cfb3014c40fdac0f6d798f"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-canonical-circuit-blueprint.feature"", ""scenarioLine"": 117}"
project-canonical-circuit-blueprint::bind-canonical-circuit-blueprint-projection-receipt,project-canonical-circuit-blueprint,Project one canonical circuit blueprint,bind-canonical-circuit-blueprint-projection-receipt,Bind every projected surface to its exact authority digests,"[{""text"": ""one verified projection and its replay disposition"", ""line"": 130}]","[{""text"": ""the receipt is bound to the carrier, projector, profile, every projected source digest, and the exact Markdown review-document digest"", ""line"": 131}]","[{""text"": ""the receipt reports PROJECTED only with a complete review document, otherwise reports REPLAY_DIVERGED or an exact holding disposition, and a bare holding disposition without a code and detail is not accepted as evidence"", ""line"": 132}]","[""canonical-circuit-blueprint-projection-bundle""]",[],[],"[""System""]",,"  ASCII, Mermaid, every other human blueprint view, and the Markdown review
  document are deterministic projections of one canonical carrier. They are
  never authored independently and none becomes a second blueprint.

  A projection is not review-ready unless one byte-stable Markdown document
  contains the exact Mermaid source, ASCII source, C4, Observability,
  Service-Level, Provider, Evidence, replay, and digest views required for human
  review. A projection bundle without that document is held rather than handed
  to a reviewer.

  Identical lineage-bound blueprint authority, projector authority, and
  projection-profile authority must reproduce byte-identical projection source
  and digests. Observation time may be recorded in external testimony; it is
  never an input to the deterministic projection payload.

  Mermaid source determinism and rendered-image determinism are separate proof
  surfaces. This capability proves the first. It does not upgrade a candidate's
  disposition, obtain review testimony, or admit anything.","{""capsuleFile"": ""project-canonical-circuit-blueprint.sfxcap"", ""capsuleDigest"": ""sha256:8bd2452770b383e8d2194de285427b5c8a91ab2c0e73626974680b94c1f604c0"", ""featureEntry"": ""features/project-canonical-circuit-blueprint.feature"", ""featureDigest"": ""sha256:5082023c24d2f326a50fe9c1b634754b8e7fc51f76cfb3014c40fdac0f6d798f"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-canonical-circuit-blueprint.feature"", ""scenarioLine"": 129}"
project-capability-revelation::project-capability-revelation,project-capability-revelation,Project one capability revelation from its capsule,project-capability-revelation,Project one capability revelation from its capsule,"[{""text"": ""one capability capsule record with digest, identity, purpose, scenarios, contracts, providers, verification state, interfaces, projection targets, authority references, and lineage"", ""line"": 29}]","[{""text"": ""the revelation is projected"", ""line"": 30}]","[{""text"": ""the revelation is REVELATION_COMPLETE or REVELATION_HELD with the exact holding finding, and a receipt binds capsule digest, capability identity, view digests, and disposition"", ""line"": 31}]","[""capability-revelation-record""]",[],[],"[""role""]",,"  Store the capability. Project the explanation. Execute the effect.

  This capability owns the inspection projection of the revelation
  protocol. Its input is one capability capsule record: the capsule
  digest, capability identity and version, declared purpose, scenario
  list, contracts, providers, verification state, interfaces,
  projection targets, authority references, and lineage. Its outcome
  is the complete deterministic revelation view set: identity, summary,
  documentation, feature, scenarios, contracts, execution circuit,
  monotonicity, test results, proof, providers, interfaces, lineage,
  authority, source, and workspace. Every view is projected from the
  capsule without the original authoring workspace, every view binds
  the capsule digest, and a capsule missing any protocol-required
  declaration is held.","{""capsuleFile"": ""project-capability-revelation.sfxcap"", ""capsuleDigest"": ""sha256:8a10c9c3b95113eb344a46321adc78fbbff01db2d39c212042dac9c5450207c1"", ""featureEntry"": ""features/project-capability-revelation.feature"", ""featureDigest"": ""sha256:34c02d2e90e87ecc0e2dfd81cef7fa6d9572c93dda295406dfcb0ea35c5f8154"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-capability-revelation.feature"", ""scenarioLine"": 28}"
project-capability-revelation::project-capsule-identity-view,project-capability-revelation,Project one capability revelation from its capsule,project-capsule-identity-view,Project the capsule identity view,"[{""text"": ""one capsule digest, one capability identity, and one version"", ""line"": 42}]","[{""text"": ""the identity view is projected"", ""line"": 43}]","[{""text"": ""the identity view renders capability identity, version, and capsule digest, reporting CAPSULE_IDENTITY_ABSENT otherwise"", ""line"": 44}]","[""capability-revelation-record""]",[],[],"[""role""]",,"  Store the capability. Project the explanation. Execute the effect.

  This capability owns the inspection projection of the revelation
  protocol. Its input is one capability capsule record: the capsule
  digest, capability identity and version, declared purpose, scenario
  list, contracts, providers, verification state, interfaces,
  projection targets, authority references, and lineage. Its outcome
  is the complete deterministic revelation view set: identity, summary,
  documentation, feature, scenarios, contracts, execution circuit,
  monotonicity, test results, proof, providers, interfaces, lineage,
  authority, source, and workspace. Every view is projected from the
  capsule without the original authoring workspace, every view binds
  the capsule digest, and a capsule missing any protocol-required
  declaration is held.","{""capsuleFile"": ""project-capability-revelation.sfxcap"", ""capsuleDigest"": ""sha256:8a10c9c3b95113eb344a46321adc78fbbff01db2d39c212042dac9c5450207c1"", ""featureEntry"": ""features/project-capability-revelation.feature"", ""featureDigest"": ""sha256:34c02d2e90e87ecc0e2dfd81cef7fa6d9572c93dda295406dfcb0ea35c5f8154"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-capability-revelation.feature"", ""scenarioLine"": 41}"
project-capability-revelation::project-capsule-summary-view,project-capability-revelation,Project one capability revelation from its capsule,project-capsule-summary-view,Project the capsule summary view,"[{""text"": ""one declared purpose, one scenario list, and one provider list"", ""line"": 55}]","[{""text"": ""the summary view is projected"", ""line"": 56}]","[{""text"": ""the summary view renders purpose, scenario count, and provider count, reporting CAPSULE_PURPOSE_ABSENT otherwise"", ""line"": 57}]","[""capability-revelation-record""]",[],[],"[""role""]",,"  Store the capability. Project the explanation. Execute the effect.

  This capability owns the inspection projection of the revelation
  protocol. Its input is one capability capsule record: the capsule
  digest, capability identity and version, declared purpose, scenario
  list, contracts, providers, verification state, interfaces,
  projection targets, authority references, and lineage. Its outcome
  is the complete deterministic revelation view set: identity, summary,
  documentation, feature, scenarios, contracts, execution circuit,
  monotonicity, test results, proof, providers, interfaces, lineage,
  authority, source, and workspace. Every view is projected from the
  capsule without the original authoring workspace, every view binds
  the capsule digest, and a capsule missing any protocol-required
  declaration is held.","{""capsuleFile"": ""project-capability-revelation.sfxcap"", ""capsuleDigest"": ""sha256:8a10c9c3b95113eb344a46321adc78fbbff01db2d39c212042dac9c5450207c1"", ""featureEntry"": ""features/project-capability-revelation.feature"", ""featureDigest"": ""sha256:34c02d2e90e87ecc0e2dfd81cef7fa6d9572c93dda295406dfcb0ea35c5f8154"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-capability-revelation.feature"", ""scenarioLine"": 54}"
project-capability-revelation::project-capsule-documentation-view,project-capability-revelation,Project one capability revelation from its capsule,project-capsule-documentation-view,Project the capsule documentation view,"[{""text"": ""one declared purpose, one scenario list, one contract list, one provider list, and one verification state"", ""line"": 68}]","[{""text"": ""the documentation view is projected"", ""line"": 69}]","[{""text"": ""the documentation view renders markdown with purpose, scenarios, an execution circuit diagram, providers, and verification, without the original authoring workspace"", ""line"": 70}]","[""capability-revelation-record""]",[],[],"[""role""]",,"  Store the capability. Project the explanation. Execute the effect.

  This capability owns the inspection projection of the revelation
  protocol. Its input is one capability capsule record: the capsule
  digest, capability identity and version, declared purpose, scenario
  list, contracts, providers, verification state, interfaces,
  projection targets, authority references, and lineage. Its outcome
  is the complete deterministic revelation view set: identity, summary,
  documentation, feature, scenarios, contracts, execution circuit,
  monotonicity, test results, proof, providers, interfaces, lineage,
  authority, source, and workspace. Every view is projected from the
  capsule without the original authoring workspace, every view binds
  the capsule digest, and a capsule missing any protocol-required
  declaration is held.","{""capsuleFile"": ""project-capability-revelation.sfxcap"", ""capsuleDigest"": ""sha256:8a10c9c3b95113eb344a46321adc78fbbff01db2d39c212042dac9c5450207c1"", ""featureEntry"": ""features/project-capability-revelation.feature"", ""featureDigest"": ""sha256:34c02d2e90e87ecc0e2dfd81cef7fa6d9572c93dda295406dfcb0ea35c5f8154"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-capability-revelation.feature"", ""scenarioLine"": 67}"
project-capability-revelation::project-capsule-verification-view,project-capability-revelation,Project one capability revelation from its capsule,project-capsule-verification-view,Project the capsule verification view,"[{""text"": ""one verification state with scenario coverage, monotonicity disposition, and conformance disposition"", ""line"": 81}]","[{""text"": ""the verification view is projected"", ""line"": 82}]","[{""text"": ""the verification view renders coverage, monotonicity, and conformance, reporting VERIFICATION_STATE_ABSENT otherwise"", ""line"": 83}]","[""capability-revelation-record""]",[],[],"[""role""]",,"  Store the capability. Project the explanation. Execute the effect.

  This capability owns the inspection projection of the revelation
  protocol. Its input is one capability capsule record: the capsule
  digest, capability identity and version, declared purpose, scenario
  list, contracts, providers, verification state, interfaces,
  projection targets, authority references, and lineage. Its outcome
  is the complete deterministic revelation view set: identity, summary,
  documentation, feature, scenarios, contracts, execution circuit,
  monotonicity, test results, proof, providers, interfaces, lineage,
  authority, source, and workspace. Every view is projected from the
  capsule without the original authoring workspace, every view binds
  the capsule digest, and a capsule missing any protocol-required
  declaration is held.","{""capsuleFile"": ""project-capability-revelation.sfxcap"", ""capsuleDigest"": ""sha256:8a10c9c3b95113eb344a46321adc78fbbff01db2d39c212042dac9c5450207c1"", ""featureEntry"": ""features/project-capability-revelation.feature"", ""featureDigest"": ""sha256:34c02d2e90e87ecc0e2dfd81cef7fa6d9572c93dda295406dfcb0ea35c5f8154"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-capability-revelation.feature"", ""scenarioLine"": 80}"
project-capability-revelation::project-capsule-specification-views,project-capability-revelation,Project one capability revelation from its capsule,project-capsule-specification-views,"Project the feature, scenarios, contracts, and execution circuit views","[{""text"": ""one declared purpose, one scenario list, one contract list, and one capability identity"", ""line"": 94}]","[{""text"": ""the specification views are projected"", ""line"": 95}]","[{""text"": ""the feature view renders the declared purpose, the scenarios view renders the scenario identities, the contracts view renders input and outcome contracts, and the execution circuit view renders the scenario flow diagram"", ""line"": 96}]","[""capability-revelation-record""]",[],[],"[""role""]",,"  Store the capability. Project the explanation. Execute the effect.

  This capability owns the inspection projection of the revelation
  protocol. Its input is one capability capsule record: the capsule
  digest, capability identity and version, declared purpose, scenario
  list, contracts, providers, verification state, interfaces,
  projection targets, authority references, and lineage. Its outcome
  is the complete deterministic revelation view set: identity, summary,
  documentation, feature, scenarios, contracts, execution circuit,
  monotonicity, test results, proof, providers, interfaces, lineage,
  authority, source, and workspace. Every view is projected from the
  capsule without the original authoring workspace, every view binds
  the capsule digest, and a capsule missing any protocol-required
  declaration is held.","{""capsuleFile"": ""project-capability-revelation.sfxcap"", ""capsuleDigest"": ""sha256:8a10c9c3b95113eb344a46321adc78fbbff01db2d39c212042dac9c5450207c1"", ""featureEntry"": ""features/project-capability-revelation.feature"", ""featureDigest"": ""sha256:34c02d2e90e87ecc0e2dfd81cef7fa6d9572c93dda295406dfcb0ea35c5f8154"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-capability-revelation.feature"", ""scenarioLine"": 93}"
project-capability-revelation::project-capsule-proof-views,project-capability-revelation,Project one capability revelation from its capsule,project-capsule-proof-views,"Project the monotonicity, test results, and proof views","[{""text"": ""one verification state with coverage, monotonicity, and conformance dispositions and one capsule digest"", ""line"": 107}]","[{""text"": ""the proof views are projected"", ""line"": 108}]","[{""text"": ""the monotonicity view renders the monotonicity disposition, the test results view renders the scenario coverage, and the proof view binds the capsule digest to the proof state"", ""line"": 109}]","[""capability-revelation-record""]",[],[],"[""role""]",,"  Store the capability. Project the explanation. Execute the effect.

  This capability owns the inspection projection of the revelation
  protocol. Its input is one capability capsule record: the capsule
  digest, capability identity and version, declared purpose, scenario
  list, contracts, providers, verification state, interfaces,
  projection targets, authority references, and lineage. Its outcome
  is the complete deterministic revelation view set: identity, summary,
  documentation, feature, scenarios, contracts, execution circuit,
  monotonicity, test results, proof, providers, interfaces, lineage,
  authority, source, and workspace. Every view is projected from the
  capsule without the original authoring workspace, every view binds
  the capsule digest, and a capsule missing any protocol-required
  declaration is held.","{""capsuleFile"": ""project-capability-revelation.sfxcap"", ""capsuleDigest"": ""sha256:8a10c9c3b95113eb344a46321adc78fbbff01db2d39c212042dac9c5450207c1"", ""featureEntry"": ""features/project-capability-revelation.feature"", ""featureDigest"": ""sha256:34c02d2e90e87ecc0e2dfd81cef7fa6d9572c93dda295406dfcb0ea35c5f8154"", ""estateManifestDigest"": ""sha256:0b02db7ee691898d499cb9046737dce3f7c34aa8e1e3d6ca4908afeb823fb802"", ""snapshot"": ""data/source-features/project-capability-revelation.feature"", ""scenarioLine"": 106}"
